"model","ssp","period","year","date","variable","value"
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-09-08,"tasmax",312.673400878906
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-09-09,"tasmax",313.522430419922
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-09-10,"tasmax",313.357727050781
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-09-11,"tasmax",312.577606201172
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-09-12,"tasmax",308.57861328125
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-09-13,"tasmax",308.302581787109
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-09-14,"tasmax",308.337921142578
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-09-15,"tasmax",307.881652832031
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-09-16,"tasmax",306.843902587891
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-09-17,"tasmax",300.788330078125
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-09-18,"tasmax",304.709259033203
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-09-19,"tasmax",304.932464599609
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-09-20,"tasmax",303.731384277344
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-09-21,"tasmax",300.611572265625
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-09-22,"tasmax",301.33447265625
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-09-23,"tasmax",305.128143310547
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-09-24,"tasmax",304.705017089844
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-09-25,"tasmax",303.930145263672
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-09-26,"tasmax",307.195037841797
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-09-27,"tasmax",308.050476074219
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-09-28,"tasmax",307.707122802734
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-09-29,"tasmax",306.983428955078
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-09-30,"tasmax",305.36279296875
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-06-01,"hurs",18.4792709350586
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-06-02,"hurs",17.9063243865967
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-06-03,"hurs",17.3012084960938
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-06-04,"hurs",17.6915168762207
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-06-05,"hurs",16.2554664611816
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-06-06,"hurs",14.3525266647339
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-06-07,"hurs",15.1056985855103
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-06-08,"hurs",13.2876653671265
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-06-09,"hurs",18.9786777496338
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-06-10,"hurs",38.2282905578613
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-06-11,"hurs",61.2676811218262
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-06-12,"hurs",46.902717590332
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-06-13,"hurs",40.6834526062012
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-06-14,"hurs",26.4827480316162
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-06-15,"hurs",17.7610511779785
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-06-16,"hurs",12.3462600708008
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-06-17,"hurs",13.8714599609375
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-06-18,"hurs",17.0518817901611
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-06-19,"hurs",15.6364860534668
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-06-20,"hurs",18.7441329956055
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-06-21,"hurs",18.7277393341064
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-06-22,"hurs",15.8868541717529
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-06-23,"hurs",20.838342666626
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-06-24,"hurs",30.4394416809082
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-06-25,"hurs",33.0979995727539
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-06-26,"hurs",26.7360210418701
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-06-27,"hurs",22.0502071380615
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-06-28,"hurs",12.959753036499
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-06-29,"hurs",13.4292707443237
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-06-30,"hurs",13.3596057891846
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-07-01,"hurs",22.837381362915
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-07-02,"hurs",38.7354583740234
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-07-03,"hurs",29.9369888305664
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-07-04,"hurs",33.1340751647949
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-07-05,"hurs",42.1606407165527
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-07-06,"hurs",47.7281036376953
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-07-07,"hurs",36.8227157592773
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-07-08,"hurs",25.5188999176025
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-07-09,"hurs",21.3131275177002
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-07-10,"hurs",19.9452533721924
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-07-11,"hurs",19.0111904144287
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-07-12,"hurs",19.0449409484863
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-07-13,"hurs",16.8811492919922
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-07-14,"hurs",16.8607940673828
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-07-15,"hurs",18.3472366333008
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-07-16,"hurs",18.2551212310791
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-07-17,"hurs",22.3359813690186
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-07-18,"hurs",33.3480529785156
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-07-19,"hurs",38.1072120666504
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-07-20,"hurs",41.4606742858887
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-07-21,"hurs",42.9623222351074
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-07-22,"hurs",44.4189071655273
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-07-23,"hurs",42.3698387145996
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-07-24,"hurs",40.6053314208984
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-07-25,"hurs",38.5073013305664
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-07-26,"hurs",38.5596351623535
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-07-27,"hurs",32.8627700805664
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-07-28,"hurs",23.012092590332
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-07-29,"hurs",20.0854225158691
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-07-30,"hurs",30.4741325378418
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-07-31,"hurs",36.7199058532715
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-08-01,"hurs",38.745433807373
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-08-02,"hurs",40.0144195556641
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-08-03,"hurs",32.0176277160645
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-08-04,"hurs",30.199686050415
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-08-05,"hurs",30.3509464263916
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-08-06,"hurs",33.2805137634277
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-08-07,"hurs",29.6677017211914
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-08-08,"hurs",25.9977054595947
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-08-09,"hurs",24.7698287963867
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-08-10,"hurs",24.2053928375244
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-08-11,"hurs",25.8294868469238
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-08-12,"hurs",27.9355602264404
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-08-13,"hurs",32.7238082885742
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-08-14,"hurs",39.7183570861816
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-08-15,"hurs",50.5942192077637
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-08-16,"hurs",41.7652244567871
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-08-17,"hurs",40.9196281433105
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-08-18,"hurs",42.4622917175293
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-08-19,"hurs",42.4617080688477
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-08-20,"hurs",49.4628601074219
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-08-21,"hurs",58.4563217163086
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-08-22,"hurs",38.1506500244141
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-08-23,"hurs",29.5178279876709
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-08-24,"hurs",25.7786407470703
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-08-25,"hurs",21.9601001739502
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-08-26,"hurs",23.2732887268066
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-08-27,"hurs",29.0842056274414
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-08-28,"hurs",33.5945701599121
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-08-29,"hurs",29.4080104827881
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-08-30,"hurs",21.6461563110352
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-08-31,"hurs",22.1881618499756
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-09-01,"hurs",17.0499877929688
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-09-02,"hurs",21.1232376098633
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-09-03,"hurs",24.4873638153076
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-09-04,"hurs",22.0411796569824
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-09-05,"hurs",19.4466514587402
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-09-06,"hurs",20.2376461029053
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-09-07,"hurs",21.0467891693115
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-09-08,"hurs",21.3226890563965
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-09-09,"hurs",20.8004341125488
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-09-10,"hurs",23.6014175415039
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-09-11,"hurs",25.9384250640869
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-09-12,"hurs",36.5643348693848
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-09-13,"hurs",41.0095100402832
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-09-14,"hurs",31.9349613189697
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-09-15,"hurs",30.0423984527588
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-09-16,"hurs",45.7819595336914
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-09-17,"hurs",63.9573211669922
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-09-18,"hurs",62.5459632873535
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-09-19,"hurs",44.6832809448242
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-09-20,"hurs",60.2532501220703
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-09-21,"hurs",77.3765487670898
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-09-22,"hurs",75.5137405395508
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-09-23,"hurs",65.8948440551758
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-09-24,"hurs",53.6591873168945
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-09-25,"hurs",62.1694412231445
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-09-26,"hurs",56.0568428039551
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-09-27,"hurs",49.8764572143555
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-09-28,"hurs",46.9731063842773
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-09-29,"hurs",52.7458267211914
"MPI-ESM1-2-HR","ssp585","mid",2042,2042-09-30,"hurs",55.2858467102051
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-06-01,"tasmax",307.378295898438
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-06-02,"tasmax",307.162445068359
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-06-03,"tasmax",308.338348388672
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-06-04,"tasmax",310.768432617188
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-06-05,"tasmax",311.966064453125
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-06-06,"tasmax",311.093566894531
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-06-07,"tasmax",309.753662109375
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-06-08,"tasmax",309.632202148438
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-06-09,"tasmax",311.057159423828
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-06-10,"tasmax",312.666046142578
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-06-11,"tasmax",311.805114746094
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-06-12,"tasmax",310.649200439453
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-06-13,"tasmax",311.248687744141
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-06-14,"tasmax",309.771667480469
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-06-15,"tasmax",306.542236328125
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-06-16,"tasmax",304.2177734375
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-06-17,"tasmax",304.445465087891
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-06-18,"tasmax",307.119201660156
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-06-19,"tasmax",310.110473632812
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-06-20,"tasmax",309.481903076172
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-06-21,"tasmax",311.302947998047
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-06-22,"tasmax",313.451141357422
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-06-23,"tasmax",314.699035644531
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-06-24,"tasmax",315.647369384766
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-06-25,"tasmax",315.715667724609
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-06-26,"tasmax",314.233489990234
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-06-27,"tasmax",312.074157714844
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-06-28,"tasmax",312.858337402344
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-06-29,"tasmax",314.110565185547
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-06-30,"tasmax",314.611053466797
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-07-01,"tasmax",313.831390380859
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-07-02,"tasmax",315.686981201172
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-07-03,"tasmax",318.494964599609
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-07-04,"tasmax",318.905181884766
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-07-05,"tasmax",316.654449462891
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-07-06,"tasmax",315.149841308594
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-07-07,"tasmax",314.748199462891
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-07-08,"tasmax",316.558074951172
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-07-09,"tasmax",318.53564453125
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-07-10,"tasmax",317.10009765625
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-07-11,"tasmax",315.950256347656
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-07-12,"tasmax",314.449157714844
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-07-13,"tasmax",311.611450195312
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-07-14,"tasmax",310.227325439453
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-07-15,"tasmax",309.858428955078
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-07-16,"tasmax",310.963653564453
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-07-17,"tasmax",311.060485839844
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-07-18,"tasmax",310.601226806641
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-07-19,"tasmax",310.878234863281
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-07-20,"tasmax",311.832427978516
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-07-21,"tasmax",311.719177246094
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-07-22,"tasmax",312.091156005859
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-07-23,"tasmax",311.802612304688
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-07-24,"tasmax",310.617614746094
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-07-25,"tasmax",310.45263671875
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-07-26,"tasmax",310.463897705078
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-07-27,"tasmax",311.784851074219
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-07-28,"tasmax",311.490356445312
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-07-29,"tasmax",310.333801269531
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-07-30,"tasmax",310.8154296875
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-07-31,"tasmax",310.701873779297
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-08-01,"tasmax",311.006622314453
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-08-02,"tasmax",310.801239013672
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-08-03,"tasmax",308.457427978516
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-08-04,"tasmax",307.463775634766
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-08-05,"tasmax",308.689971923828
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-08-06,"tasmax",310.266052246094
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-08-07,"tasmax",310.260772705078
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-08-08,"tasmax",309.99853515625
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-08-09,"tasmax",310.586517333984
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-08-10,"tasmax",311.668334960938
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-08-11,"tasmax",314.311340332031
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-08-12,"tasmax",315.712432861328
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-08-13,"tasmax",316.306182861328
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-08-14,"tasmax",316.079895019531
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-08-15,"tasmax",315.080047607422
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-08-16,"tasmax",314.515472412109
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-08-17,"tasmax",314.214599609375
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-08-18,"tasmax",313.085357666016
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-08-19,"tasmax",314.445922851562
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-08-20,"tasmax",316.257293701172
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-08-21,"tasmax",315.688415527344
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-08-22,"tasmax",313.887969970703
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-08-23,"tasmax",312.566528320312
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-08-24,"tasmax",314.348358154297
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-08-25,"tasmax",315.0283203125
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-08-26,"tasmax",316.722717285156
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-08-27,"tasmax",315.946319580078
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-08-28,"tasmax",314.575866699219
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-08-29,"tasmax",314.240905761719
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-08-30,"tasmax",313.660400390625
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-08-31,"tasmax",312.386016845703
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-09-01,"tasmax",313.640106201172
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-09-02,"tasmax",315.027587890625
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-09-03,"tasmax",314.977752685547
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-09-04,"tasmax",315.59521484375
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-09-05,"tasmax",315.845886230469
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-09-06,"tasmax",315.838165283203
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-09-07,"tasmax",315.118560791016
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-09-08,"tasmax",314.917938232422
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-09-09,"tasmax",314.398010253906
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-09-10,"tasmax",312.110046386719
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-09-11,"tasmax",308.700073242188
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-09-12,"tasmax",301.161193847656
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-09-13,"tasmax",303.934783935547
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-09-14,"tasmax",306.612457275391
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-09-15,"tasmax",307.579406738281
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-09-16,"tasmax",309.081146240234
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-09-17,"tasmax",309.531677246094
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-09-18,"tasmax",309.697479248047
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-09-19,"tasmax",309.997222900391
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-09-20,"tasmax",310.205749511719
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-09-21,"tasmax",309.667541503906
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-09-22,"tasmax",311.006286621094
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-09-23,"tasmax",312.332702636719
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-09-24,"tasmax",313.600494384766
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-09-25,"tasmax",313.140014648438
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-09-26,"tasmax",311.431762695312
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-09-27,"tasmax",309.743408203125
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-09-28,"tasmax",307.904907226562
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-09-29,"tasmax",308.932861328125
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-09-30,"tasmax",305.799102783203
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-06-01,"hurs",17.4052925109863
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-06-02,"hurs",16.0648975372314
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-06-03,"hurs",15.2020645141602
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-06-04,"hurs",15.1716136932373
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-06-05,"hurs",13.6635789871216
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-06-06,"hurs",12.7858285903931
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-06-07,"hurs",15.467116355896
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-06-08,"hurs",12.6353378295898
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-06-09,"hurs",13.279088973999
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-06-10,"hurs",15.2876482009888
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-06-11,"hurs",16.7028541564941
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-06-12,"hurs",17.6603336334229
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-06-13,"hurs",17.2230319976807
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-06-14,"hurs",17.5465183258057
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-06-15,"hurs",36.1486358642578
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-06-16,"hurs",42.1249008178711
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-06-17,"hurs",41.7673377990723
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-06-18,"hurs",39.1501083374023
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-06-19,"hurs",30.4106903076172
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-06-20,"hurs",25.4234027862549
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-06-21,"hurs",24.4213695526123
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-06-22,"hurs",15.9798336029053
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-06-23,"hurs",14.3187103271484
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-06-24,"hurs",19.9763679504395
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-06-25,"hurs",13.4988880157471
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-06-26,"hurs",14.0595197677612
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-06-27,"hurs",17.3027420043945
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-06-28,"hurs",16.6991996765137
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-06-29,"hurs",18.2818355560303
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-06-30,"hurs",13.990327835083
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-07-01,"hurs",17.8279094696045
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-07-02,"hurs",15.9941596984863
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-07-03,"hurs",11.1336679458618
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-07-04,"hurs",12.7102403640747
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-07-05,"hurs",23.6486740112305
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-07-06,"hurs",29.0035037994385
"MPI-ESM1-2-HR","ssp585","mid",2043,2043-07-07,"hurs",28.6283206939697
